23.4,5.55,1,-62,-90,-89,-69,-90,-66,-90,-70,-39,-80,-90,-90,-92,-92,-92,-92,-92,-92,-92,-92,-92,-92,-92,-92,-92,-92,-92,-92,-92,-92
23.4,5.55,2.503000020980835,-62,-83,-89,-66,-90,-66,-90,-72,-40,-84,-90,-90,-92,-92,-92,-92,-92,-92,-92,-92,-92,-92,-92,-92,-92,-92,-92,-92,-92,-92
23.4,5.54,4.006999969482422,-62,-86,-85,-69,-90,-67,-90,-71,-40,-84,-90,-90,-90,-92,-92,-92,-92,-92,-92,-92,-92,-92,-92,-92,-92,-92,-92,-92,-92,-92
23.41,5.54,5.509999990463257,-62,-89,-90,-69,-88,-67,-90,-69,-39,-81,-90,-90,-90,-92,-92,-92,-92,-92,-92,-92,-92,-92,-92,-92,-92,-92,-92,-92,-92,-92
23.41,5.54,7.013000011444092,-63,-90,-90,-68,-90,-65,-90,-69,-40,-90,-90,-90,-90,-92,-92,-92,-92,-92,-92,-92,-92,-92,-92,-92,-92,-92,-92,-92,-92,-92
23.41,5.54,8.516000032424927,-64,-90,-86,-67,-90,-67,-90,-71,-40,-90,-90,-90,-90,-92,-92,-92,-92,-92,-92,-92,-92,-92,-92,-92,-92,-92,-92,-92,-92,-92
23.41,5.53,10.01999998092651,-65,-90,-86,-69,-90,-67,-90,-71,-37,-90,-90,-90,-92,-92,-92,-92,-92,-92,-92,-92,-92,-92,-92,-92,-92,-92,-92,-92,-92,-92
23.41,5.53,11.52300000190735,-63,-90,-88,-68,-90,-67,-90,-72,-39,-90,-90,-90,-92,-92,-92,-92,-92,-92,-92,-92,-92,-92,-92,-92,-92,-92,-92,-92,-92,-92
23.41,5.53,13.02600002288818,-64,-90,-83,-67,-90,-67,-90,-71,-37,-90,-90,-90,-92,-90,-92,-92,-92,-92,-92,-92,-92,-92,-92,-92,-92,-92,-92,-92,-92,-92
23.42,5.53,14.52999997138977,-65,-90,-86,-67,-90,-66,-90,-72,-40,-90,-90,-90,-92,-90,-92,-92,-92,-92,-92,-92,-92,-92,-92,-92,-92,-92,-92,-92,-92,-92
23.42,5.53,16.03400015830994,-65,-90,-87,-69,-90,-68,-90,-70,-40,-90,-90,-90,-92,-90,-92,-92,-92,-92,-92,-92,-92,-92,-92,-92,-92,-92,-92,-92,-92,-92
23.42,5.52,17.53800010681152,-65,-90,-88,-71,-86,-66,-90,-68,-39,-90,-90,-90,-92,-90,-92,-92,-92,-92,-92,-92,-92,-92,-92,-92,-92,-92,-92,-92,-92,-92
23.42,5.52,19.04100012779236,-65,-90,-82,-68,-80,-67,-90,-68,-36,-90,-90,-90,-92,-83,-92,-92,-92,-92,-92,-92,-92,-92,-92,-92,-92,-92,-92,-92,-92,-92
23.42,5.52,20.54400014877319,-64,-90,-90,-66,-90,-67,-90,-70,-36,-90,-90,-90,-92,-83,-90,-92,-92,-92,-92,-92,-92,-92,-92,-92,-92,-92,-92,-92,-92,-92
23.42,5.52,22.04700016975403,-68,-90,-87,-70,-85,-67,-90,-68,-37,-90,-90,-90,-92,-83,-90,-92,-92,-92,-92,-92,-92,-92,-92,-92,-92,-92,-92,-92,-92,-92
23.42,5.51,23.54999995231628,-68,-90,-90,-69,-90,-65,-90,-68,-39,-90,-90,-90,-92,-90,-90,-92,-92,-92,-92,-92,-92,-92,-92,-92,-92,-92,-92,-92,-92,-92
23.43,5.51,25.05400013923645,-67,-90,-86,-69,-90,-66,-90,-70,-37,-90,-90,-90,-92,-90,-90,-92,-92,-92,-92,-92,-92,-92,-92,-92,-92,-92,-92,-92,-92,-92
23.43,5.51,26.55800008773804,-65,-90,-83,-69,-90,-67,-90,-70,-38,-90,-90,-90,-92,-90,-90,-92,-92,-92,-92,-92,-92,-92,-92,-92,-92,-92,-92,-92,-92,-92
23.43,5.51,28.06200003623962,-66,-90,-87,-68,-90,-67,-90,-69,-38,-90,-90,-83,-92,-90,-92,-92,-92,-92,-92,-92,-92,-92,-92,-92,-92,-92,-92,-92,-92,-92
23.43,5.5,29.56500005722046,-68,-90,-90,-68,-90,-66,-90,-71,-36,-90,-90,-90,-92,-92,-92,-92,-92,-92,-92,-92,-92,-92,-92,-92,-92,-92,-92,-92,-92,-92
23.43,5.5,31.06900000572205,-65,-90,-90,-67,-90,-67,-90,-67,-42,-90,-88,-90,-92,-92,-92,-92,-92,-92,-92,-92,-92,-92,-92,-92,-92,-92,-92,-92,-92,-92
23.43,5.5,32.57200002670288,-64,-90,-84,-68,-90,-66,-90,-69,-37,-90,-90,-90,-92,-92,-92,-92,-92,-92,-92,-92,-92,-92,-92,-92,-92,-92,-92,-92,-92,-92
23.44,5.5,34.07500004768372,-62,-90,-89,-66,-82,-67,-90,-70,-41,-90,-90,-90,-92,-90,-92,-92,-92,-92,-92,-92,-92,-92,-92,-92,-92,-92,-92,-92,-92,-92
23.44,5.49,35.5789999961853,-62,-90,-84,-67,-90,-66,-90,-72,-40,-90,-90,-90,-92,-90,-92,-92,-92,-92,-92,-92,-92,-92,-92,-92,-92,-92,-92,-92,-92,-92
23.44,5.49,37.08200001716614,-63,-90,-90,-67,-90,-66,-90,-70,-42,-90,-90,-90,-92,-90,-92,-92,-92,-92,-92,-92,-92,-92,-92,-92,-92,-92,-92,-92,-92,-92
23.47,5.49,38.58500003814697,-63,-84,-87,-66,-90,-69,-90,-69,-41,-90,-83,-90,-92,-90,-92,-92,-92,-92,-92,-92,-92,-92,-92,-92,-92,-92,-92,-92,-92,-92
23.74,5.47,40.08800005912781,-66,-90,-90,-65,-90,-66,-90,-69,-48,-90,-83,-90,-92,-90,-92,-87,-92,-92,-92,-92,-92,-92,-92,-92,-92,-92,-92,-92,-92,-92
23.73,5.51,41.59100008010864,-65,-90,-88,-64,-90,-71,-90,-65,-43,-90,-90,-90,-92,-86,-92,-87,-92,-92,-92,-92,-92,-92,-92,-92,-92,-92,-92,-92,-92,-92
23.69,5.54,43.09400010108948,-59,-90,-90,-64,-90,-72,-90,-68,-46,-90,-89,-90,-92,-86,-92,-87,-92,-92,-92,-92,-92,-92,-92,-92,-92,-92,-92,-92,-92,-92
23.31,5.7,44.59800004959106,-62,-90,-90,-67,-92,-67,-90,-71,-50,-90,-90,-90,-92,-86,-92,-87,-92,-92,-92,-92,-92,-92,-92,-92,-92,-92,-92,-92,-92,-92
22.71,6.04,46.1010000705719,-62,-90,-90,-64,-90,-67,-90,-69,-45,-90,-90,-90,-92,-86,-92,-92,-92,-92,-92,-92,-92,-92,-92,-92,-92,-92,-92,-92,-92,-92
22.08,6.04,47.60400009155273,-64,-90,-88,-68,-90,-68,-90,-68,-46,-90,-90,-90,-90,-92,-92,-92,-92,-92,-92,-92,-92,-92,-92,-92,-92,-92,-92,-92,-92,-92
